Temperature(°C),Humidity(%),Wind speed (m/s),Solar Radiation (MJ/m2),Visibility (10m),Month,Weekday,Hour,Holiday,Seasons,Rented Bike Count
29.3,68,1.6,0.0,2000,August,Tuesday,12 AM - 4 AM,No,Summer,872
28.9,71,1.2,0.0,1982,August,Tuesday,12 AM - 4 AM,No,Summer,681
28.6,70,1.5,0.0,2000,August,Tuesday,12 AM - 4 AM,No,Summer,467
28.4,73,1.4,0.0,1990,August,Tuesday,12 AM - 4 AM,No,Summer,345
28.1,71,0.4,0.0,2000,August,Tuesday,4 AM - 8 AM,No,Summer,209
27.9,71,0.3,0.0,2000,August,Tuesday,4 AM - 8 AM,No,Summer,254
27.8,71,0.1,0.0,2000,August,Tuesday,4 AM - 8 AM,No,Summer,643
27.9,71,0.4,0.13,2000,August,Tuesday,4 AM - 8 AM,No,Summer,1097
29.3,63,0.9,0.76,1810,August,Tuesday,8 AM - 12 PM,No,Summer,1708
31.0,56,0.8,1.32,1945,August,Tuesday,8 AM - 12 PM,No,Summer,944
31.7,57,1.3,1.25,1875,August,Tuesday,8 AM - 12 PM,No,Summer,615
32.4,54,1.9,0.96,1962,August,Tuesday,8 AM - 12 PM,No,Summer,636
33.9,49,1.5,1.91,1841,August,Tuesday,12 PM - 4 PM,No,Summer,699
35.7,38,2.4,2.5,1863,August,Tuesday,12 PM - 4 PM,No,Summer,695
36.2,41,2.9,2.68,1814,August,Tuesday,12 PM - 4 PM,No,Summer,627
37.2,38,2.5,2.68,1832,August,Tuesday,12 PM - 4 PM,No,Summer,700
36.3,41,2.4,1.85,1957,August,Tuesday,4 PM - 8 PM,No,Summer,920
34.7,51,3.0,1.22,2000,August,Tuesday,4 PM - 8 PM,No,Summer,1306
33.7,53,2.4,0.78,2000,August,Tuesday,4 PM - 8 PM,No,Summer,2305
32.7,56,2.2,0.33,2000,August,Tuesday,4 PM - 8 PM,No,Summer,1972
31.8,59,0.9,0.0,2000,August,Tuesday,8 PM - 12 AM,No,Summer,1705
31.3,59,0.3,0.0,2000,August,Tuesday,8 PM - 12 AM,No,Summer,1684
30.9,63,0.7,0.0,2000,August,Tuesday,8 PM - 12 AM,No,Summer,1587
30.3,65,0.4,0.0,2000,August,Tuesday,8 PM - 12 AM,No,Summer,1165
30.0,67,0.8,0.0,1986,August,Wednesday,12 AM - 4 AM,Yes,Summer,1034
29.6,69,0.4,0.0,1942,August,Wednesday,12 AM - 4 AM,Yes,Summer,850
29.5,68,0.4,0.0,1949,August,Wednesday,12 AM - 4 AM,Yes,Summer,676
29.1,70,0.3,0.0,1952,August,Wednesday,12 AM - 4 AM,Yes,Summer,474
28.8,73,0.5,0.0,1835,August,Wednesday,4 AM - 8 AM,Yes,Summer,310
28.6,73,0.8,0.0,1808,August,Wednesday,4 AM - 8 AM,Yes,Summer,227
28.4,74,1.0,0.0,1700,August,Wednesday,4 AM - 8 AM,Yes,Summer,346
28.6,71,0.6,0.17,1797,August,Wednesday,4 AM - 8 AM,Yes,Summer,429
29.9,60,0.8,0.83,1772,August,Wednesday,8 AM - 12 PM,Yes,Summer,553
32.0,53,1.6,1.56,2000,August,Wednesday,8 AM - 12 PM,Yes,Summer,563
33.5,49,1.0,2.09,1937,August,Wednesday,8 AM - 12 PM,Yes,Summer,547
35.4,44,1.2,2.58,1887,August,Wednesday,8 AM - 12 PM,Yes,Summer,586
36.5,41,1.1,2.73,1807,August,Wednesday,12 PM - 4 PM,Yes,Summer,563
36.9,39,1.5,2.46,2000,August,Wednesday,12 PM - 4 PM,Yes,Summer,591
37.2,38,0.9,1.96,1976,August,Wednesday,12 PM - 4 PM,Yes,Summer,627
37.4,38,1.4,1.72,2000,August,Wednesday,12 PM - 4 PM,Yes,Summer,761
36.6,39,0.7,0.44,2000,August,Wednesday,4 PM - 8 PM,Yes,Summer,877
33.6,55,3.9,0.86,1929,August,Wednesday,4 PM - 8 PM,Yes,Summer,960
32.8,63,2.3,0.89,1546,August,Wednesday,4 PM - 8 PM,Yes,Summer,925
28.7,76,0.7,0.11,2000,August,Wednesday,4 PM - 8 PM,Yes,Summer,1301
28.4,69,1.5,0.01,2000,August,Wednesday,8 PM - 12 AM,Yes,Summer,1500
28.6,69,1.3,0.0,2000,August,Wednesday,8 PM - 12 AM,Yes,Summer,1507
28.6,67,1.0,0.0,2000,August,Wednesday,8 PM - 12 AM,Yes,Summer,1350
28.5,69,1.1,0.0,2000,August,Wednesday,8 PM - 12 AM,Yes,Summer,1008
28.4,68,0.9,0.0,2000,August,Thursday,12 AM - 4 AM,No,Summer,808
28.2,70,1.0,0.0,2000,August,Thursday,12 AM - 4 AM,No,Summer,535
28.1,68,0.8,0.0,2000,August,Thursday,12 AM - 4 AM,No,Summer,381
27.9,68,0.6,0.0,2000,August,Thursday,12 AM - 4 AM,No,Summer,252
27.8,69,0.9,0.0,2000,August,Thursday,4 AM - 8 AM,No,Summer,173
28.0,66,0.5,0.0,2000,August,Thursday,4 AM - 8 AM,No,Summer,263
27.5,72,1.1,0.0,2000,August,Thursday,4 AM - 8 AM,No,Summer,631
27.6,71,1.2,0.14,2000,August,Thursday,4 AM - 8 AM,No,Summer,1105
28.2,68,1.3,0.41,2000,August,Thursday,8 AM - 12 PM,No,Summer,1660
30.6,55,1.1,1.46,2000,August,Thursday,8 AM - 12 PM,No,Summer,876
31.9,51,2.2,2.04,1939,August,Thursday,8 AM - 12 PM,No,Summer,612
33.5,48,2.4,2.71,1968,August,Thursday,8 AM - 12 PM,No,Summer,672
34.5,44,2.2,3.19,2000,August,Thursday,12 PM - 4 PM,No,Summer,668
35.1,39,2.0,3.45,2000,August,Thursday,12 PM - 4 PM,No,Summer,652
35.3,40,2.0,3.17,2000,August,Thursday,12 PM - 4 PM,No,Summer,638
35.0,38,2.0,2.8,2000,August,Thursday,12 PM - 4 PM,No,Summer,720
34.5,37,1.9,2.36,2000,August,Thursday,4 PM - 8 PM,No,Summer,902
33.8,37,2.2,1.74,2000,August,Thursday,4 PM - 8 PM,No,Summer,1384
32.4,40,2.1,1.04,2000,August,Thursday,4 PM - 8 PM,No,Summer,2481
29.8,45,2.5,0.36,2000,August,Thursday,4 PM - 8 PM,No,Summer,2286
27.9,47,1.9,0.01,2000,August,Thursday,8 PM - 12 AM,No,Summer,2114
26.8,46,2.0,0.0,2000,August,Thursday,8 PM - 12 AM,No,Summer,2127
25.9,45,2.1,0.0,2000,August,Thursday,8 PM - 12 AM,No,Summer,1943
25.0,44,2.2,0.0,2000,August,Thursday,8 PM - 12 AM,No,Summer,1446
24.1,45,2.0,0.0,2000,August,Friday,12 AM - 4 AM,No,Summer,1109
23.4,47,2.1,0.0,2000,August,Friday,12 AM - 4 AM,No,Summer,842
22.8,50,1.4,0.0,2000,August,Friday,12 AM - 4 AM,No,Summer,572
22.4,52,1.3,0.0,2000,August,Friday,12 AM - 4 AM,No,Summer,375
22.1,54,1.6,0.0,2000,August,Friday,4 AM - 8 AM,No,Summer,276
21.8,55,1.9,0.0,2000,August,Friday,4 AM - 8 AM,No,Summer,304
21.8,51,2.0,0.0,2000,August,Friday,4 AM - 8 AM,No,Summer,719
22.0,49,1.7,0.23,2000,August,Friday,4 AM - 8 AM,No,Summer,1271
23.5,44,1.7,0.98,1944,August,Friday,8 AM - 12 PM,No,Summer,1918
25.5,40,2.6,1.7,1990,August,Friday,8 AM - 12 PM,No,Summer,1069
27.0,36,2.2,2.34,1977,August,Friday,8 AM - 12 PM,No,Summer,717
28.8,33,2.2,2.85,1951,August,Friday,8 AM - 12 PM,No,Summer,844
30.3,30,1.9,3.17,1981,August,Friday,12 PM - 4 PM,No,Summer,904
31.3,30,2.1,3.3,2000,August,Friday,12 PM - 4 PM,No,Summer,820
32.7,27,2.0,3.21,1964,August,Friday,12 PM - 4 PM,No,Summer,791
33.5,26,2.1,2.9,2000,August,Friday,12 PM - 4 PM,No,Summer,970
33.7,26,1.5,2.39,2000,August,Friday,4 PM - 8 PM,No,Summer,1112
33.1,27,1.9,1.76,1975,August,Friday,4 PM - 8 PM,No,Summer,1666
32.5,28,1.4,1.06,2000,August,Friday,4 PM - 8 PM,No,Summer,2797
31.0,31,1.5,0.34,2000,August,Friday,4 PM - 8 PM,No,Summer,2353
28.4,40,1.7,0.0,1887,August,Friday,8 PM - 12 AM,No,Summer,2130
27.1,43,1.6,0.0,2000,August,Friday,8 PM - 12 AM,No,Summer,2008
26.0,45,1.7,0.0,2000,August,Friday,8 PM - 12 AM,No,Summer,1787
25.2,47,1.2,0.0,2000,August,Friday,8 PM - 12 AM,No,Summer,1466
24.5,48,1.2,0.0,2000,August,Saturday,12 AM - 4 AM,No,Summer,1191
23.9,51,0.9,0.0,2000,August,Saturday,12 AM - 4 AM,No,Summer,969
23.4,53,1.1,0.0,2000,August,Saturday,12 AM - 4 AM,No,Summer,698
23.0,54,1.0,0.0,1818,August,Saturday,12 AM - 4 AM,No,Summer,483
22.6,55,1.4,0.0,2000,August,Saturday,4 AM - 8 AM,No,Summer,316
22.0,58,1.0,0.0,2000,August,Saturday,4 AM - 8 AM,No,Summer,262
21.6,60,1.0,0.0,2000,August,Saturday,4 AM - 8 AM,No,Summer,397
21.7,57,1.3,0.23,2000,August,Saturday,4 AM - 8 AM,No,Summer,475
23.2,47,1.0,0.93,2000,August,Saturday,8 AM - 12 PM,No,Summer,754
25.3,42,1.4,1.7,1921,August,Saturday,8 AM - 12 PM,No,Summer,771
27.0,37,1.2,2.32,1962,August,Saturday,8 AM - 12 PM,No,Summer,769
28.4,35,1.6,2.82,2000,August,Saturday,8 AM - 12 PM,No,Summer,857
29.8,33,1.5,3.14,1936,August,Saturday,12 PM - 4 PM,No,Summer,952
31.1,30,1.5,3.24,2000,August,Saturday,12 PM - 4 PM,No,Summer,1003
31.0,31,1.8,2.8,1999,August,Saturday,12 PM - 4 PM,No,Summer,1121
31.7,30,1.9,2.23,1943,August,Saturday,12 PM - 4 PM,No,Summer,1196
31.8,33,2.1,1.88,2000,August,Saturday,4 PM - 8 PM,No,Summer,1398
29.9,39,2.9,0.86,2000,August,Saturday,4 PM - 8 PM,No,Summer,1806
30.1,37,2.1,0.88,2000,August,Saturday,4 PM - 8 PM,No,Summer,1979
28.5,45,1.6,0.23,2000,August,Saturday,4 PM - 8 PM,No,Summer,2127
27.6,46,1.2,0.01,2000,August,Saturday,8 PM - 12 AM,No,Summer,1965
26.8,48,0.9,0.0,2000,August,Saturday,8 PM - 12 AM,No,Summer,1886
26.3,48,0.8,0.0,2000,August,Saturday,8 PM - 12 AM,No,Summer,1681
25.9,52,1.3,0.0,2000,August,Saturday,8 PM - 12 AM,No,Summer,1342
25.3,53,2.4,0.0,2000,August,Sunday,12 AM - 4 AM,No,Summer,1100
25.0,57,0.9,0.0,2000,August,Sunday,12 AM - 4 AM,No,Summer,844
24.5,59,0.3,0.0,2000,August,Sunday,12 AM - 4 AM,No,Summer,611
24.0,59,0.6,0.0,2000,August,Sunday,12 AM - 4 AM,No,Summer,425
23.6,61,0.3,0.0,2000,August,Sunday,4 AM - 8 AM,No,Summer,264
23.4,63,0.3,0.0,2000,August,Sunday,4 AM - 8 AM,No,Summer,223
23.1,64,0.6,0.0,2000,August,Sunday,4 AM - 8 AM,No,Summer,260
23.3,64,1.0,0.1,2000,August,Sunday,4 AM - 8 AM,No,Summer,392
24.4,58,0.8,0.45,2000,August,Sunday,8 AM - 12 PM,No,Summer,592
26.3,50,0.7,1.28,1980,August,Sunday,8 AM - 12 PM,No,Summer,645
27.3,49,0.9,1.17,1968,August,Sunday,8 AM - 12 PM,No,Summer,732
28.4,43,1.0,1.52,1914,August,Sunday,8 AM - 12 PM,No,Summer,795
30.9,37,1.8,2.98,1858,August,Sunday,12 PM - 4 PM,No,Summer,926
32.4,33,2.7,3.1,1893,August,Sunday,12 PM - 4 PM,No,Summer,943
33.4,31,1.2,2.73,1962,August,Sunday,12 PM - 4 PM,No,Summer,972
33.8,31,1.6,2.45,2000,August,Sunday,12 PM - 4 PM,No,Summer,1181
33.3,32,2.4,1.98,2000,August,Sunday,4 PM - 8 PM,No,Summer,1395
32.7,33,2.5,1.18,1994,August,Sunday,4 PM - 8 PM,No,Summer,1721
32.3,41,1.9,0.62,2000,August,Sunday,4 PM - 8 PM,No,Summer,1928
29.7,55,2.5,0.23,2000,August,Sunday,4 PM - 8 PM,No,Summer,2186
28.5,58,1.4,0.0,2000,August,Sunday,8 PM - 12 AM,No,Summer,2029
27.9,61,0.7,0.0,2000,August,Sunday,8 PM - 12 AM,No,Summer,1821
27.7,62,0.6,0.0,2000,August,Sunday,8 PM - 12 AM,No,Summer,1546
27.5,60,0.3,0.0,2000,August,Sunday,8 PM - 12 AM,No,Summer,1016
27.0,62,0.6,0.0,2000,August,Monday,12 AM - 4 AM,No,Summer,818
26.6,64,0.2,0.0,2000,August,Monday,12 AM - 4 AM,No,Summer,527
26.3,65,0.3,0.0,2000,August,Monday,12 AM - 4 AM,No,Summer,352
26.1,65,0.6,0.0,2000,August,Monday,12 AM - 4 AM,No,Summer,255
26.2,65,1.1,0.0,1542,August,Monday,4 AM - 8 AM,No,Summer,193
25.7,68,0.8,0.0,1395,August,Monday,4 AM - 8 AM,No,Summer,281
25.3,67,1.5,0.0,1450,August,Monday,4 AM - 8 AM,No,Summer,675
25.4,60,1.4,0.16,1879,August,Monday,4 AM - 8 AM,No,Summer,1285
26.6,54,1.1,0.75,1739,August,Monday,8 AM - 12 PM,No,Summer,1912
27.5,54,1.0,0.81,1993,August,Monday,8 AM - 12 PM,No,Summer,993
29.3,49,2.0,1.65,1875,August,Monday,8 AM - 12 PM,No,Summer,719
31.2,45,1.9,2.72,1810,August,Monday,8 AM - 12 PM,No,Summer,766
31.7,45,2.5,1.96,1814,August,Monday,12 PM - 4 PM,No,Summer,808
31.6,46,2.7,1.77,1864,August,Monday,12 PM - 4 PM,No,Summer,847
32.1,45,2.8,1.51,1966,August,Monday,12 PM - 4 PM,No,Summer,816
32.9,45,1.9,1.84,1877,August,Monday,12 PM - 4 PM,No,Summer,992
32.3,45,2.8,0.98,1928,August,Monday,4 PM - 8 PM,No,Summer,1253
32.1,44,2.6,0.6,1731,August,Monday,4 PM - 8 PM,No,Summer,1704
31.6,47,2.1,0.26,1867,August,Monday,4 PM - 8 PM,No,Summer,2628
30.8,55,1.9,0.06,1170,August,Monday,4 PM - 8 PM,No,Summer,2162
29.8,61,3.4,0.0,1525,August,Monday,8 PM - 12 AM,No,Summer,1999
29.3,63,3.1,0.0,1677,August,Monday,8 PM - 12 AM,No,Summer,1971
29.0,63,4.2,0.0,1776,August,Monday,8 PM - 12 AM,No,Summer,1630
28.5,62,4.9,0.0,1882,August,Monday,8 PM - 12 AM,No,Summer,1241
28.3,59,3.7,0.0,1945,August,Tuesday,12 AM - 4 AM,No,Summer,898
28.0,61,3.9,0.0,1890,August,Tuesday,12 AM - 4 AM,No,Summer,690
27.6,60,4.3,0.0,1854,August,Tuesday,12 AM - 4 AM,No,Summer,376
26.8,62,4.5,0.0,1742,August,Tuesday,12 AM - 4 AM,No,Summer,173
25.3,70,6.499999999999999,0.0,925,August,Tuesday,4 AM - 8 AM,No,Summer,49
23.8,86,3.6,0.0,420,August,Tuesday,4 AM - 8 AM,No,Summer,57
23.8,89,3.3,0.0,882,August,Tuesday,4 AM - 8 AM,No,Summer,73
23.4,94,2.4,0.02,1773,August,Tuesday,4 AM - 8 AM,No,Summer,608
24.0,84,3.5,0.47,1975,August,Tuesday,8 AM - 12 PM,No,Summer,1530
24.4,82,3.0,0.6,1847,August,Tuesday,8 AM - 12 PM,No,Summer,876
24.8,82,3.2,0.34,1732,August,Tuesday,8 AM - 12 PM,No,Summer,402
24.7,85,2.3,0.27,1438,August,Tuesday,8 AM - 12 PM,No,Summer,681
25.7,74,3.4,1.16,1951,August,Tuesday,12 PM - 4 PM,No,Summer,848
27.1,66,2.6,1.54,1895,August,Tuesday,12 PM - 4 PM,No,Summer,827
28.5,58,2.6,1.93,1965,August,Tuesday,12 PM - 4 PM,No,Summer,788
29.5,57,2.0,2.1,2000,August,Tuesday,12 PM - 4 PM,No,Summer,957
30.4,53,2.0,1.82,1990,August,Tuesday,4 PM - 8 PM,No,Summer,1112
30.8,52,2.3,1.49,1953,August,Tuesday,4 PM - 8 PM,No,Summer,1663
30.3,56,1.7,0.8,2000,August,Tuesday,4 PM - 8 PM,No,Summer,2830
29.2,62,1.7,0.31,2000,August,Tuesday,4 PM - 8 PM,No,Summer,2364
27.7,69,1.6,0.01,1992,August,Tuesday,8 PM - 12 AM,No,Summer,2169
26.8,72,0.4,0.0,1985,August,Tuesday,8 PM - 12 AM,No,Summer,2057
26.1,76,1.2,0.0,1867,August,Tuesday,8 PM - 12 AM,No,Summer,1828
25.6,75,0.1,0.0,1892,August,Tuesday,8 PM - 12 AM,No,Summer,1277
25.1,79,0.5,0.0,1891,August,Wednesday,12 AM - 4 AM,No,Summer,1025
24.6,79,0.6,0.0,1884,August,Wednesday,12 AM - 4 AM,No,Summer,782
24.2,79,0.6,0.0,1882,August,Wednesday,12 AM - 4 AM,No,Summer,512
24.1,80,0.8,0.0,1920,August,Wednesday,12 AM - 4 AM,No,Summer,346
23.6,81,0.8,0.0,1943,August,Wednesday,4 AM - 8 AM,No,Summer,214
23.4,82,0.4,0.0,2000,August,Wednesday,4 AM - 8 AM,No,Summer,289
23.7,78,0.3,0.0,2000,August,Wednesday,4 AM - 8 AM,No,Summer,655
24.3,74,0.6,0.1,1999,August,Wednesday,4 AM - 8 AM,No,Summer,1330
25.7,66,0.9,0.64,1976,August,Wednesday,8 AM - 12 PM,No,Summer,1990
28.0,56,1.5,1.57,1982,August,Wednesday,8 AM - 12 PM,No,Summer,1015
30.2,52,1.4,2.13,1923,August,Wednesday,8 AM - 12 PM,No,Summer,700
32.1,49,1.6,2.63,1874,August,Wednesday,8 AM - 12 PM,No,Summer,710
33.9,45,1.4,2.95,1923,August,Wednesday,12 PM - 4 PM,No,Summer,784
35.3,41,2.1,3.1,1925,August,Wednesday,12 PM - 4 PM,No,Summer,727
36.2,36,1.5,2.87,1985,August,Wednesday,12 PM - 4 PM,No,Summer,760
36.8,36,1.0,2.46,2000,August,Wednesday,12 PM - 4 PM,No,Summer,842
37.4,35,1.3,2.0,2000,August,Wednesday,4 PM - 8 PM,No,Summer,993
36.4,39,1.2,1.15,2000,August,Wednesday,4 PM - 8 PM,No,Summer,1495
35.4,40,1.0,0.34,2000,August,Wednesday,4 PM - 8 PM,No,Summer,2528
35.2,41,0.5,0.31,2000,August,Wednesday,4 PM - 8 PM,No,Summer,2087
33.2,51,1.0,0.02,2000,August,Wednesday,8 PM - 12 AM,No,Summer,1808
33.1,46,2.7,0.0,2000,August,Wednesday,8 PM - 12 AM,No,Summer,1807
32.1,47,2.0,0.0,2000,August,Wednesday,8 PM - 12 AM,No,Summer,1556
31.2,50,1.8,0.0,2000,August,Wednesday,8 PM - 12 AM,No,Summer,1117
30.7,52,1.3,0.0,2000,August,Thursday,12 AM - 4 AM,No,Summer,908
30.1,54,0.8,0.0,2000,August,Thursday,12 AM - 4 AM,No,Summer,745
29.8,53,1.4,0.0,2000,August,Thursday,12 AM - 4 AM,No,Summer,492
29.7,52,1.4,0.0,2000,August,Thursday,12 AM - 4 AM,No,Summer,304
29.3,54,1.0,0.0,2000,August,Thursday,4 AM - 8 AM,No,Summer,168
28.5,57,0.9,0.0,2000,August,Thursday,4 AM - 8 AM,No,Summer,185
28.3,55,1.5,0.0,2000,August,Thursday,4 AM - 8 AM,No,Summer,492
28.3,55,1.1,0.03,2000,August,Thursday,4 AM - 8 AM,No,Summer,720
28.1,58,1.3,0.14,2000,August,Thursday,8 AM - 12 PM,No,Summer,1678
29.3,54,1.5,0.82,2000,August,Thursday,8 AM - 12 PM,No,Summer,924
30.2,52,1.8,0.93,2000,August,Thursday,8 AM - 12 PM,No,Summer,551
29.9,57,1.7,0.88,1992,August,Thursday,8 AM - 12 PM,No,Summer,711
31.9,49,1.9,1.85,2000,August,Thursday,12 PM - 4 PM,No,Summer,769
31.0,53,1.9,0.79,2000,August,Thursday,12 PM - 4 PM,No,Summer,584
30.5,59,2.0,0.84,2000,August,Thursday,12 PM - 4 PM,No,Summer,740
32.0,53,2.1,1.57,1992,August,Thursday,12 PM - 4 PM,No,Summer,837
31.7,56,1.9,0.92,2000,August,Thursday,4 PM - 8 PM,No,Summer,944
30.8,59,2.2,0.41,2000,August,Thursday,4 PM - 8 PM,No,Summer,1249
30.6,55,2.3,0.11,2000,August,Thursday,4 PM - 8 PM,No,Summer,1447
30.0,59,2.2,0.01,1970,August,Thursday,4 PM - 8 PM,No,Summer,582
29.2,62,2.1,0.0,1952,August,Thursday,8 PM - 12 AM,No,Summer,257
27.8,72,2.0,0.0,2000,August,Thursday,8 PM - 12 AM,No,Summer,189
26.6,84,1.7,0.0,1815,August,Thursday,8 PM - 12 AM,No,Summer,215
26.1,84,1.9,0.0,1801,August,Thursday,8 PM - 12 AM,No,Summer,267
25.7,83,2.0,0.0,2000,August,Friday,12 AM - 4 AM,No,Summer,238
25.7,80,2.0,0.0,2000,August,Friday,12 AM - 4 AM,No,Summer,208
25.4,85,2.0,0.0,1453,August,Friday,12 AM - 4 AM,No,Summer,83
24.8,87,2.2,0.0,1286,August,Friday,12 AM - 4 AM,No,Summer,62
24.5,88,2.0,0.0,1433,August,Friday,4 AM - 8 AM,No,Summer,30
24.6,88,1.5,0.0,1967,August,Friday,4 AM - 8 AM,No,Summer,45
24.9,88,1.1,0.0,2000,August,Friday,4 AM - 8 AM,No,Summer,173
24.2,88,2.3,0.05,2000,August,Friday,4 AM - 8 AM,No,Summer,400
24.4,86,1.7,0.13,2000,August,Friday,8 AM - 12 PM,No,Summer,578
24.8,85,1.7,0.32,2000,August,Friday,8 AM - 12 PM,No,Summer,484
26.0,77,2.2,0.61,2000,August,Friday,8 AM - 12 PM,No,Summer,286
26.2,76,2.6,0.88,1995,August,Friday,8 AM - 12 PM,No,Summer,415
25.8,81,3.2,0.8,1828,August,Friday,12 PM - 4 PM,No,Summer,355
25.8,78,2.8,0.95,2000,August,Friday,12 PM - 4 PM,No,Summer,274
24.4,93,2.9,0.26,250,August,Friday,12 PM - 4 PM,No,Summer,152
24.0,94,3.1,0.41,1188,August,Friday,12 PM - 4 PM,No,Summer,405
24.6,85,2.7,0.55,1973,August,Friday,4 PM - 8 PM,No,Summer,455
24.1,89,1.9,0.58,2000,August,Friday,4 PM - 8 PM,No,Summer,403
23.8,95,2.7,0.11,1938,August,Friday,4 PM - 8 PM,No,Summer,916
23.6,86,3.0,0.04,1275,August,Friday,4 PM - 8 PM,No,Summer,948
23.5,81,3.5,0.0,2000,August,Friday,8 PM - 12 AM,No,Summer,1162
23.5,79,3.6,0.0,2000,August,Friday,8 PM - 12 AM,No,Summer,1300
23.5,79,2.9,0.0,1860,August,Friday,8 PM - 12 AM,No,Summer,1202
23.4,79,2.7,0.0,1990,August,Friday,8 PM - 12 AM,No,Summer,1084
23.2,81,2.4,0.0,1976,August,Saturday,12 AM - 4 AM,No,Summer,980
23.0,82,2.1,0.0,1922,August,Saturday,12 AM - 4 AM,No,Summer,886
22.9,82,2.1,0.0,1829,August,Saturday,12 AM - 4 AM,No,Summer,708
23.1,80,2.0,0.0,1849,August,Saturday,12 AM - 4 AM,No,Summer,456
23.2,79,1.8,0.0,1941,August,Saturday,4 AM - 8 AM,No,Summer,306
23.3,79,1.7,0.0,1592,August,Saturday,4 AM - 8 AM,No,Summer,232
23.5,79,2.0,0.0,1439,August,Saturday,4 AM - 8 AM,No,Summer,318
23.7,76,1.9,0.08,1281,August,Saturday,4 AM - 8 AM,No,Summer,490
24.1,78,2.0,0.34,1133,August,Saturday,8 AM - 12 PM,No,Summer,721
25.3,72,2.4,1.08,1220,August,Saturday,8 AM - 12 PM,No,Summer,808
26.3,67,3.2,1.48,1673,August,Saturday,8 AM - 12 PM,No,Summer,858
28.0,57,3.3,2.71,1827,August,Saturday,8 AM - 12 PM,No,Summer,916
27.9,55,2.9,1.49,1922,August,Saturday,12 PM - 4 PM,No,Summer,1070
28.6,54,2.9,1.85,1925,August,Saturday,12 PM - 4 PM,No,Summer,1231
29.2,52,3.1,2.68,1735,August,Saturday,12 PM - 4 PM,No,Summer,1261
28.1,53,4.5,1.6,1953,August,Saturday,12 PM - 4 PM,No,Summer,1516
27.2,58,3.7,0.99,1987,August,Saturday,4 PM - 8 PM,No,Summer,1592
26.9,60,2.8,0.77,2000,August,Saturday,4 PM - 8 PM,No,Summer,1797
27.1,56,3.0,0.87,1987,August,Saturday,4 PM - 8 PM,No,Summer,2080
25.8,62,3.3,0.27,2000,August,Saturday,4 PM - 8 PM,No,Summer,2043
24.6,65,2.9,0.0,2000,August,Saturday,8 PM - 12 AM,No,Summer,2022
23.9,71,2.3,0.0,2000,August,Saturday,8 PM - 12 AM,No,Summer,1937
23.4,75,1.6,0.0,2000,August,Saturday,8 PM - 12 AM,No,Summer,1717
22.9,78,1.4,0.0,2000,August,Saturday,8 PM - 12 AM,No,Summer,1357
22.8,78,1.5,0.0,2000,August,Sunday,12 AM - 4 AM,No,Summer,1163
22.5,80,0.6,0.0,2000,August,Sunday,12 AM - 4 AM,No,Summer,769
22.1,84,0.6,0.0,2000,August,Sunday,12 AM - 4 AM,No,Summer,600
21.6,85,0.1,0.0,1982,August,Sunday,12 AM - 4 AM,No,Summer,426
21.2,86,0.5,0.0,1724,August,Sunday,4 AM - 8 AM,No,Summer,290
20.7,88,0.6,0.0,1100,August,Sunday,4 AM - 8 AM,No,Summer,188
20.4,88,0.6,0.0,1064,August,Sunday,4 AM - 8 AM,No,Summer,243
20.7,85,0.5,0.11,1052,August,Sunday,4 AM - 8 AM,No,Summer,381
22.1,74,1.0,0.77,1479,August,Sunday,8 AM - 12 PM,No,Summer,566
24.2,64,1.2,1.48,1985,August,Sunday,8 AM - 12 PM,No,Summer,725
26.3,53,1.6,2.19,2000,August,Sunday,8 AM - 12 PM,No,Summer,681
28.0,46,1.7,2.73,1990,August,Sunday,8 AM - 12 PM,No,Summer,791
28.9,42,2.0,2.5,1975,August,Sunday,12 PM - 4 PM,No,Summer,1070
27.8,54,3.5,1.15,2000,August,Sunday,12 PM - 4 PM,No,Summer,657
25.8,69,3.6,0.56,1309,August,Sunday,12 PM - 4 PM,No,Summer,417
24.3,64,1.8,0.59,1931,August,Sunday,12 PM - 4 PM,No,Summer,782
23.5,56,2.3,0.5,2000,August,Sunday,4 PM - 8 PM,No,Summer,1025
23.5,58,1.2,0.52,2000,August,Sunday,4 PM - 8 PM,No,Summer,1399
23.4,67,0.6,0.36,2000,August,Sunday,4 PM - 8 PM,No,Summer,1479
22.7,69,1.9,0.08,2000,August,Sunday,4 PM - 8 PM,No,Summer,1596
22.4,64,0.8,0.0,2000,August,Sunday,8 PM - 12 AM,No,Summer,1674
22.5,65,1.1,0.0,2000,August,Sunday,8 PM - 12 AM,No,Summer,1276
21.2,81,1.0,0.0,1808,August,Sunday,8 PM - 12 AM,No,Summer,764
20.8,84,0.9,0.0,1078,August,Sunday,8 PM - 12 AM,No,Summer,348
20.5,85,1.0,0.0,2000,August,Monday,12 AM - 4 AM,No,Summer,325
20.5,89,0.5,0.0,235,August,Monday,12 AM - 4 AM,No,Summer,61
20.3,97,0.7,0.0,315,August,Monday,12 AM - 4 AM,No,Summer,44
20.3,97,0.4,0.0,200,August,Monday,12 AM - 4 AM,No,Summer,22
20.5,97,0.1,0.0,257,August,Monday,4 AM - 8 AM,No,Summer,27
20.5,97,0.4,0.0,384,August,Monday,4 AM - 8 AM,No,Summer,38
20.6,98,0.7,0.0,626,August,Monday,4 AM - 8 AM,No,Summer,47
