Temperature(°C),Humidity(%),Wind speed (m/s),Solar Radiation (MJ/m2),Month,Weekday,Hour,Holiday,Seasons,Rented Bike Count
25.8,79,2.7,0.3,8.0,4.0,2.0,0.0,1.0,867
26.4,78,2.7,0.44,8.0,4.0,2.0,0.0,1.0,642
26.9,74,3.2,0.45,8.0,4.0,,0.0,1.0,671
27.4,72,4.2,0.54,8.0,4.0,,0.0,1.0,648
27.1,75,3.7,0.28,8.0,4.0,,0.0,1.0,540
26.8,77,3.5,0.11,8.0,4.0,,0.0,1.0,490
26.9,77,2.5,0.26,8.0,4.0,,0.0,1.0,583
27.0,76,3.8,0.21,8.0,4.0,,0.0,1.0,193
24.6,93,0.9,0.0,8.0,4.0,4.0,0.0,1.0,160
23.9,96,0.2,0.0,8.0,4.0,4.0,0.0,1.0,57
23.5,97,0.3,0.0,8.0,4.0,4.0,0.0,1.0,24
23.4,98,0.6,0.0,8.0,4.0,4.0,0.0,1.0,19
23.7,98,0.6,0.0,8.0,4.0,4.0,0.0,1.0,22
24.3,97,2.1,0.0,8.0,4.0,4.0,0.0,1.0,74
24.2,94,0.9,0.0,8.0,4.0,1.0,0.0,1.0,198
24.7,94,2.8,0.0,8.0,5.0,1.0,0.0,1.0,214
24.9,92,2.2,0.0,8.0,5.0,1.0,0.0,1.0,99
24.7,96,1.0,0.0,8.0,5.0,1.0,0.0,1.0,80
24.1,97,2.5,0.0,8.0,5.0,1.0,0.0,1.0,81
23.9,96,0.4,0.0,8.0,5.0,1.0,0.0,1.0,42
24.0,97,0.9,0.0,8.0,5.0,1.0,0.0,1.0,73
24.2,96,1.6,0.0,8.0,5.0,1.0,0.0,1.0,285
24.3,96,1.4,0.04,8.0,5.0,2.0,0.0,1.0,771
24.6,96,1.0,0.19,8.0,5.0,2.0,0.0,1.0,1330
25.0,92,1.1,0.39,8.0,5.0,2.0,0.0,1.0,846
26.1,81,1.5,1.05,8.0,5.0,2.0,0.0,1.0,589
26.2,82,2.6,0.59,8.0,5.0,,0.0,1.0,716
27.0,74,2.5,0.94,8.0,5.0,,0.0,1.0,768
28.2,66,2.2,1.81,8.0,5.0,,0.0,1.0,865
27.5,66,2.8,0.76,8.0,5.0,,0.0,1.0,837
27.2,69,3.5,0.95,8.0,5.0,,0.0,1.0,982
27.6,68,2.1,1.46,8.0,5.0,,0.0,1.0,1142
26.8,73,2.6,0.37,8.0,5.0,4.0,0.0,1.0,1473
26.1,72,2.4,0.19,8.0,5.0,4.0,0.0,1.0,1887
25.1,74,2.1,0.0,8.0,5.0,4.0,0.0,1.0,1707
24.9,70,1.2,0.0,8.0,5.0,4.0,0.0,1.0,1685
24.8,72,1.4,0.0,8.0,5.0,4.0,0.0,1.0,1732
24.6,71,1.5,0.0,8.0,5.0,4.0,0.0,1.0,1582
24.3,71,0.8,0.0,8.0,5.0,1.0,0.0,1.0,1173
23.9,75,1.7,0.0,8.0,6.0,1.0,0.0,1.0,861
23.7,77,1.1,0.0,8.0,6.0,1.0,0.0,1.0,652
23.4,79,0.4,0.0,8.0,6.0,1.0,0.0,1.0,381
23.3,81,1.7,0.0,8.0,6.0,1.0,0.0,1.0,297
23.2,83,1.6,0.0,8.0,6.0,1.0,0.0,1.0,170
23.1,84,0.5,0.0,8.0,6.0,1.0,0.0,1.0,217
22.9,83,0.0,0.0,8.0,6.0,1.0,0.0,1.0,436
22.9,83,0.6,0.01,8.0,6.0,2.0,0.0,1.0,828
23.1,80,0.2,0.27,8.0,6.0,2.0,0.0,1.0,1686
24.1,69,0.9,0.76,8.0,6.0,2.0,0.0,1.0,1049
25.5,53,2.3,1.81,8.0,6.0,2.0,0.0,1.0,794
26.7,51,2.7,2.65,8.0,6.0,,0.0,1.0,868
27.8,47,2.9,2.99,8.0,6.0,,0.0,1.0,982
28.7,46,2.6,3.1,8.0,6.0,,0.0,1.0,965
29.3,41,1.9,3.0,8.0,6.0,,0.0,1.0,987
30.3,41,2.5,2.72,8.0,6.0,,0.0,1.0,1119
29.7,51,3.0,2.27,8.0,6.0,,0.0,1.0,1404
29.1,49,2.8,1.57,8.0,6.0,4.0,0.0,1.0,1869
28.4,57,2.4,0.84,8.0,6.0,4.0,0.0,1.0,2836
26.5,69,2.3,0.18,8.0,6.0,4.0,0.0,1.0,2372
25.4,74,1.6,0.0,8.0,6.0,4.0,0.0,1.0,1995
24.5,78,1.2,0.0,8.0,6.0,4.0,0.0,1.0,1931
24.1,80,0.9,0.0,8.0,6.0,4.0,0.0,1.0,1789
23.8,81,0.6,0.0,8.0,6.0,1.0,0.0,1.0,1329
23.2,83,0.5,0.0,9.0,7.0,1.0,0.0,4.0,1075
22.7,83,0.1,0.0,9.0,7.0,1.0,0.0,4.0,975
22.0,86,0.4,0.0,9.0,7.0,1.0,0.0,4.0,785
21.6,87,0.3,0.0,9.0,7.0,1.0,0.0,4.0,514
21.2,88,0.9,0.0,9.0,7.0,1.0,0.0,4.0,338
21.1,87,0.6,0.0,9.0,7.0,1.0,0.0,4.0,260
20.9,87,0.7,0.0,9.0,7.0,1.0,0.0,4.0,362
21.1,81,1.0,0.14,9.0,7.0,2.0,0.0,4.0,511
22.3,64,1.7,0.75,9.0,7.0,2.0,0.0,4.0,812
24.1,56,2.1,1.46,9.0,7.0,2.0,0.0,4.0,925
26.0,54,1.5,2.13,9.0,7.0,2.0,0.0,4.0,861
27.6,47,1.2,2.63,9.0,7.0,,0.0,4.0,981
28.9,46,1.6,2.96,9.0,7.0,,0.0,4.0,1086
29.4,48,1.9,2.88,9.0,7.0,,0.0,4.0,1303
29.7,42,1.4,2.37,9.0,7.0,,0.0,4.0,1371
30.0,45,0.9,2.1,9.0,7.0,,0.0,4.0,1480
30.5,41,1.4,1.95,9.0,7.0,,0.0,4.0,1678
29.6,42,1.3,0.98,9.0,7.0,4.0,0.0,4.0,1845
28.8,46,1.3,0.58,9.0,7.0,4.0,0.0,4.0,1892
27.8,48,1.1,0.08,9.0,7.0,4.0,0.0,4.0,1891
26.9,49,2.1,0.0,9.0,7.0,4.0,0.0,4.0,1440
26.0,52,1.4,0.0,9.0,7.0,4.0,0.0,4.0,1110
25.1,53,2.0,0.0,9.0,7.0,4.0,0.0,4.0,992
24.4,54,1.6,0.0,9.0,7.0,1.0,0.0,4.0,1523
23.5,56,1.5,0.0,9.0,1.0,1.0,0.0,4.0,1336
22.8,59,1.5,0.0,9.0,1.0,1.0,0.0,4.0,930
22.0,60,1.2,0.0,9.0,1.0,1.0,0.0,4.0,610
21.5,61,1.3,0.0,9.0,1.0,1.0,0.0,4.0,440
21.1,62,1.8,0.0,9.0,1.0,1.0,0.0,4.0,255
20.6,65,1.1,0.0,9.0,1.0,1.0,0.0,4.0,179
20.2,66,1.0,0.0,9.0,1.0,1.0,0.0,4.0,249
20.2,65,1.4,0.16,9.0,1.0,2.0,0.0,4.0,388
21.3,57,1.3,0.81,9.0,1.0,2.0,0.0,4.0,576
23.4,52,1.3,1.53,9.0,1.0,2.0,0.0,4.0,721
25.0,47,1.5,2.17,9.0,1.0,2.0,0.0,4.0,802
26.5,44,1.4,2.62,9.0,1.0,,0.0,4.0,940
27.5,43,1.4,2.75,9.0,1.0,,0.0,4.0,1075
28.5,42,1.7,2.94,9.0,1.0,,0.0,4.0,1254
29.1,43,1.4,2.39,9.0,1.0,,0.0,4.0,1395
29.3,43,1.5,2.4,9.0,1.0,,0.0,4.0,1550
29.3,44,1.4,1.32,9.0,1.0,,0.0,4.0,1853
28.8,47,2.0,1.0,9.0,1.0,4.0,0.0,4.0,2069
27.9,52,1.7,0.2,9.0,1.0,4.0,0.0,4.0,2118
27.3,54,1.5,0.05,9.0,1.0,4.0,0.0,4.0,1986
26.9,56,1.6,0.0,9.0,1.0,4.0,0.0,4.0,1838
26.2,62,2.3,0.0,9.0,1.0,4.0,0.0,4.0,1759
25.7,64,1.1,0.0,9.0,1.0,4.0,0.0,4.0,1511
25.1,65,2.2,0.0,9.0,1.0,1.0,0.0,4.0,1047
24.7,67,1.2,0.0,9.0,2.0,1.0,0.0,4.0,763
24.5,68,0.5,0.0,9.0,2.0,1.0,0.0,4.0,524
24.3,68,1.0,0.0,9.0,2.0,1.0,0.0,4.0,321
24.2,70,0.3,0.0,9.0,2.0,1.0,0.0,4.0,211
24.0,70,1.2,0.0,9.0,2.0,1.0,0.0,4.0,153
23.9,70,1.5,0.0,9.0,2.0,1.0,0.0,4.0,264
23.8,71,1.2,0.0,9.0,2.0,1.0,0.0,4.0,656
23.9,71,0.4,0.02,9.0,2.0,2.0,0.0,4.0,1287
24.2,70,1.4,0.16,9.0,2.0,2.0,0.0,4.0,1580
23.6,86,1.2,0.14,9.0,2.0,2.0,0.0,4.0,719
23.3,89,0.7,0.2,9.0,2.0,2.0,0.0,4.0,434
23.7,86,0.6,0.31,9.0,2.0,,0.0,4.0,443
23.9,83,1.1,0.27,9.0,2.0,,0.0,4.0,673
24.9,78,1.5,0.72,9.0,2.0,,0.0,4.0,731
25.6,77,0.8,0.78,9.0,2.0,,0.0,4.0,532
25.7,81,0.7,0.43,9.0,2.0,,0.0,4.0,137
25.5,91,1.3,0.23,9.0,2.0,,0.0,4.0,39
22.7,96,4.9,0.07,9.0,2.0,4.0,0.0,4.0,23
21.9,97,1.8,0.02,9.0,2.0,4.0,0.0,4.0,113
21.7,97,0.2,0.01,9.0,2.0,4.0,0.0,4.0,73
21.5,97,0.3,0.0,9.0,2.0,4.0,0.0,4.0,151
21.6,97,0.5,0.0,9.0,2.0,4.0,0.0,4.0,110
21.7,97,0.4,0.0,9.0,2.0,4.0,0.0,4.0,379
21.7,97,0.8,0.0,9.0,2.0,1.0,0.0,4.0,486
21.4,97,0.1,0.0,9.0,3.0,1.0,0.0,4.0,500
21.3,97,1.1,0.0,9.0,3.0,1.0,0.0,4.0,486
20.9,96,0.4,0.0,9.0,3.0,1.0,0.0,4.0,324
20.6,97,0.2,0.0,9.0,3.0,1.0,0.0,4.0,223
20.4,97,2.7,0.0,9.0,3.0,1.0,0.0,4.0,186
20.2,97,1.2,0.0,9.0,3.0,1.0,0.0,4.0,219
20.0,97,0.0,0.0,9.0,3.0,1.0,0.0,4.0,602
20.1,97,1.9,0.03,9.0,3.0,2.0,0.0,4.0,1289
20.5,90,1.9,0.53,9.0,3.0,2.0,0.0,4.0,2059
21.6,81,2.3,1.2,9.0,3.0,2.0,0.0,4.0,1083
23.1,73,3.1,2.24,9.0,3.0,2.0,0.0,4.0,822
24.5,64,2.7,2.7,9.0,3.0,,0.0,4.0,940
25.8,57,2.8,3.02,9.0,3.0,,0.0,4.0,995
26.5,58,2.8,2.87,9.0,3.0,,0.0,4.0,997
27.4,52,3.8,2.67,9.0,3.0,,0.0,4.0,987
26.7,51,3.4,2.09,9.0,3.0,,0.0,4.0,1178
27.1,47,4.3,1.82,9.0,3.0,,0.0,4.0,1429
27.6,47,3.3,1.49,9.0,3.0,4.0,0.0,4.0,1993
26.8,53,2.6,0.8,9.0,3.0,4.0,0.0,4.0,3166
25.1,49,3.1,0.18,9.0,3.0,4.0,0.0,4.0,2491
23.7,49,3.3,0.0,9.0,3.0,4.0,0.0,4.0,2259
22.9,55,3.0,0.0,9.0,3.0,4.0,0.0,4.0,2212
22.2,58,1.5,0.0,9.0,3.0,4.0,0.0,4.0,1856
21.7,60,0.5,0.0,9.0,3.0,1.0,0.0,4.0,1233
21.1,64,1.5,0.0,9.0,4.0,1.0,0.0,4.0,983
20.9,66,1.1,0.0,9.0,4.0,1.0,0.0,4.0,748
20.6,72,0.9,0.0,9.0,4.0,1.0,0.0,4.0,493
20.2,77,0.4,0.0,9.0,4.0,1.0,0.0,4.0,376
19.9,81,0.2,0.0,9.0,4.0,1.0,0.0,4.0,220
19.7,82,0.5,0.0,9.0,4.0,1.0,0.0,4.0,249
19.8,82,0.5,0.0,9.0,4.0,1.0,0.0,4.0,676
19.8,79,0.9,0.13,9.0,4.0,2.0,0.0,4.0,1487
21.2,69,1.9,0.74,9.0,4.0,2.0,0.0,4.0,2312
23.4,59,3.0,1.46,9.0,4.0,2.0,0.0,4.0,1195
25.4,49,3.9,2.13,9.0,4.0,2.0,0.0,4.0,847
26.4,47,2.9,2.38,9.0,4.0,,0.0,4.0,937
27.1,44,5.0,2.8,9.0,4.0,,0.0,4.0,1072
27.3,46,4.8,2.92,9.0,4.0,,0.0,4.0,1039
27.9,42,5.0,2.79,9.0,4.0,,0.0,4.0,989
28.1,43,5.1,2.65,9.0,4.0,,0.0,4.0,1131
28.2,37,4.0,2.03,9.0,4.0,,0.0,4.0,1446
27.7,40,5.0,1.51,9.0,4.0,4.0,0.0,4.0,2068
27.0,45,2.4,0.77,9.0,4.0,4.0,0.0,4.0,3160
25.4,55,3.2,0.15,9.0,4.0,4.0,0.0,4.0,2468
24.5,64,2.0,0.0,9.0,4.0,4.0,0.0,4.0,2177
23.9,75,2.3,0.0,9.0,4.0,4.0,0.0,4.0,2024
23.6,82,1.8,0.0,9.0,4.0,4.0,0.0,4.0,1798
23.0,83,1.8,0.0,9.0,4.0,1.0,0.0,4.0,1219
22.5,83,0.5,0.0,9.0,5.0,1.0,0.0,4.0,963
21.9,85,0.2,0.0,9.0,5.0,1.0,0.0,4.0,743
21.6,86,0.2,0.0,9.0,5.0,1.0,0.0,4.0,531
21.5,85,0.1,0.0,9.0,5.0,1.0,0.0,4.0,320
21.6,87,0.4,0.0,9.0,5.0,1.0,0.0,4.0,215
21.7,87,0.6,0.0,9.0,5.0,1.0,0.0,4.0,247
21.4,84,0.8,0.0,9.0,5.0,1.0,0.0,4.0,680
20.9,83,0.4,0.09,9.0,5.0,2.0,0.0,4.0,1438
21.8,77,0.9,0.43,9.0,5.0,2.0,0.0,4.0,2270
23.5,72,0.5,0.95,9.0,5.0,2.0,0.0,4.0,1186
24.6,70,1.2,0.96,9.0,5.0,2.0,0.0,4.0,835
25.9,63,2.5,1.32,9.0,5.0,,0.0,4.0,941
26.9,60,2.3,1.67,9.0,5.0,,0.0,4.0,1041
28.0,52,2.3,1.85,9.0,5.0,,0.0,4.0,1049
27.9,47,3.2,1.65,9.0,5.0,,0.0,4.0,1032
27.8,48,3.0,0.93,9.0,5.0,,0.0,4.0,1089
26.9,55,3.9,0.54,9.0,5.0,,0.0,4.0,1292
26.6,63,3.0,0.43,9.0,5.0,4.0,0.0,4.0,1525
25.8,58,2.9,0.16,9.0,5.0,4.0,0.0,4.0,2497
25.3,71,3.3,0.05,9.0,5.0,4.0,0.0,4.0,1990
25.1,71,3.6,0.0,9.0,5.0,4.0,0.0,4.0,1900
24.6,70,2.5,0.0,9.0,5.0,4.0,0.0,4.0,1851
24.3,71,2.5,0.0,9.0,5.0,4.0,0.0,4.0,1641
23.9,71,4.7,0.0,9.0,5.0,1.0,0.0,4.0,562
21.3,82,3.5,0.0,9.0,6.0,1.0,0.0,4.0,556
21.6,77,2.6,0.0,9.0,6.0,1.0,0.0,4.0,345
21.3,76,2.2,0.0,9.0,6.0,1.0,0.0,4.0,259
21.1,75,1.8,0.0,9.0,6.0,1.0,0.0,4.0,259
20.8,66,1.5,0.0,9.0,6.0,1.0,0.0,4.0,185
20.5,67,1.2,0.0,9.0,6.0,1.0,0.0,4.0,247
20.2,70,1.6,0.0,9.0,6.0,1.0,0.0,4.0,624
20.3,74,1.8,0.07,9.0,6.0,2.0,0.0,4.0,1346
20.5,78,2.5,0.32,9.0,6.0,2.0,0.0,4.0,2260
21.3,63,2.7,1.15,9.0,6.0,2.0,0.0,4.0,1194
22.6,58,1.8,2.02,9.0,6.0,2.0,0.0,4.0,896
23.8,51,3.5,2.62,9.0,6.0,,0.0,4.0,988
24.2,50,3.8,2.85,9.0,6.0,,0.0,4.0,1213
24.3,50,2.9,2.37,9.0,6.0,,0.0,4.0,1119
25.2,43,3.2,2.59,9.0,6.0,,0.0,4.0,1187
24.7,44,4.2,1.92,9.0,6.0,,0.0,4.0,1391
25.2,39,2.8,1.65,9.0,6.0,,0.0,4.0,1577
24.5,37,3.2,1.04,9.0,6.0,4.0,0.0,4.0,2183
24.4,34,2.4,0.84,9.0,6.0,4.0,0.0,4.0,3154
22.6,39,2.8,0.14,9.0,6.0,4.0,0.0,4.0,2365
21.6,43,1.4,0.0,9.0,6.0,4.0,0.0,4.0,1959
20.6,48,2.1,0.0,9.0,6.0,4.0,0.0,4.0,1915
19.8,51,1.2,0.0,9.0,6.0,4.0,0.0,4.0,1796
19.4,50,2.8,0.0,9.0,6.0,1.0,0.0,4.0,1363
19.2,53,3.7,0.0,9.0,7.0,1.0,0.0,4.0,1107
18.9,55,2.3,0.0,9.0,7.0,1.0,0.0,4.0,1001
18.5,57,2.3,0.0,9.0,7.0,1.0,0.0,4.0,692
17.8,60,0.2,0.0,9.0,7.0,1.0,0.0,4.0,504
17.2,66,0.6,0.0,9.0,7.0,1.0,0.0,4.0,285
16.7,70,0.8,0.0,9.0,7.0,1.0,0.0,4.0,227
16.2,70,0.3,0.0,9.0,7.0,1.0,0.0,4.0,322
16.0,70,1.1,0.11,9.0,7.0,2.0,0.0,4.0,511
17.1,57,1.0,0.76,9.0,7.0,2.0,0.0,4.0,827
19.9,51,0.6,1.46,9.0,7.0,2.0,0.0,4.0,956
22.2,43,0.9,2.09,9.0,7.0,2.0,0.0,4.0,1096
24.2,41,1.5,2.62,9.0,7.0,,0.0,4.0,1179
25.2,36,2.4,2.93,9.0,7.0,,0.0,4.0,1273
26.1,32,3.0,3.06,9.0,7.0,,0.0,4.0,1505
26.8,31,2.8,2.96,9.0,7.0,,0.0,4.0,1554
26.9,33,2.9,2.65,9.0,7.0,,0.0,4.0,1792
27.7,32,1.4,2.05,9.0,7.0,,0.0,4.0,1943
27.2,35,1.7,1.32,9.0,7.0,4.0,0.0,4.0,2167
25.7,38,1.5,0.64,9.0,7.0,4.0,0.0,4.0,2255
24.0,41,1.9,0.1,9.0,7.0,4.0,0.0,4.0,1978
22.8,45,2.0,0.0,9.0,7.0,4.0,0.0,4.0,1944
22.1,49,1.7,0.0,9.0,7.0,4.0,0.0,4.0,1878
21.5,51,2.0,0.0,9.0,7.0,4.0,0.0,4.0,1675
20.7,52,1.4,0.0,9.0,7.0,1.0,0.0,4.0,1142
19.6,53,1.5,0.0,9.0,1.0,1.0,0.0,4.0,1185
18.8,54,0.1,0.0,9.0,1.0,1.0,0.0,4.0,835
18.1,57,0.3,0.0,9.0,1.0,1.0,0.0,4.0,589
17.4,57,0.6,0.0,9.0,1.0,1.0,0.0,4.0,395
17.0,59,0.0,0.0,9.0,1.0,1.0,0.0,4.0,264
16.3,66,0.5,0.0,9.0,1.0,1.0,0.0,4.0,165
15.8,69,0.9,0.0,9.0,1.0,1.0,0.0,4.0,255
15.7,68,0.9,0.05,9.0,1.0,2.0,0.0,4.0,366
17.4,56,0.8,0.49,9.0,1.0,2.0,0.0,4.0,644
20.4,51,1.8,1.43,9.0,1.0,2.0,0.0,4.0,803
22.9,45,1.5,2.1,9.0,1.0,2.0,0.0,4.0,928
24.4,41,1.3,2.61,9.0,1.0,,0.0,4.0,1051
25.9,39,1.2,2.89,9.0,1.0,,0.0,4.0,1220
27.2,32,1.7,3.12,9.0,1.0,,0.0,4.0,1432
28.2,29,2.0,3.09,9.0,1.0,,0.0,4.0,1662
28.9,27,1.8,2.9,9.0,1.0,,0.0,4.0,1877
27.1,35,0.9,1.27,9.0,1.0,,0.0,4.0,2099
27.7,33,1.1,1.21,9.0,1.0,4.0,0.0,4.0,2201
26.0,35,0.3,0.2,9.0,1.0,4.0,0.0,4.0,2368
24.1,56,2.5,0.04,9.0,1.0,4.0,0.0,4.0,2033
22.9,58,2.6,0.0,9.0,1.0,4.0,0.0,4.0,1930
22.2,57,1.2,0.0,9.0,1.0,4.0,0.0,4.0,1820
21.8,54,1.6,0.0,9.0,1.0,4.0,0.0,4.0,1291
21.2,56,2.5,0.0,9.0,1.0,1.0,0.0,4.0,941
20.7,57,1.8,0.0,9.0,2.0,1.0,0.0,4.0,792
20.5,58,1.7,0.0,9.0,2.0,1.0,0.0,4.0,487
20.0,59,1.5,0.0,9.0,2.0,1.0,0.0,4.0,332
19.7,60,1.9,0.0,9.0,2.0,1.0,0.0,4.0,176
19.4,61,1.6,0.0,9.0,2.0,1.0,0.0,4.0,188
19.1,62,1.6,0.0,9.0,2.0,1.0,0.0,4.0,226
18.7,64,0.9,0.0,9.0,2.0,1.0,0.0,4.0,691
18.9,63,1.8,0.09,9.0,2.0,2.0,0.0,4.0,1463
20.1,57,1.6,0.73,9.0,2.0,2.0,0.0,4.0,2278
22.3,52,1.9,1.43,9.0,2.0,2.0,0.0,4.0,1125
24.0,47,1.6,2.08,9.0,2.0,2.0,0.0,4.0,862
25.3,44,1.2,2.59,9.0,2.0,,0.0,4.0,934
26.7,40,1.4,2.92,9.0,2.0,,0.0,4.0,1095
27.1,38,1.7,2.56,9.0,2.0,,0.0,4.0,1057
27.8,37,1.4,2.67,9.0,2.0,,0.0,4.0,1064
27.6,38,1.4,2.09,9.0,2.0,,0.0,4.0,1249
27.5,39,1.5,1.46,9.0,2.0,,0.0,4.0,1467
26.6,40,1.4,0.69,9.0,2.0,4.0,0.0,4.0,2147
25.9,42,1.1,0.48,9.0,2.0,4.0,0.0,4.0,3298
24.4,47,2.0,0.05,9.0,2.0,4.0,0.0,4.0,2518
23.4,48,1.8,0.0,9.0,2.0,4.0,0.0,4.0,2240
22.5,48,1.4,0.0,9.0,2.0,4.0,0.0,4.0,2090
21.7,50,1.6,0.0,9.0,2.0,4.0,0.0,4.0,1779
20.8,51,1.7,0.0,9.0,2.0,1.0,0.0,4.0,1223
20.1,52,1.5,0.0,9.0,3.0,1.0,0.0,4.0,910
19.5,52,1.3,0.0,9.0,3.0,1.0,0.0,4.0,662
18.9,52,1.1,0.0,9.0,3.0,1.0,0.0,4.0,435
18.2,52,1.5,0.0,9.0,3.0,1.0,0.0,4.0,261
17.7,52,1.5,0.0,9.0,3.0,1.0,0.0,4.0,193
17.2,54,1.3,0.0,9.0,3.0,1.0,0.0,4.0,258
17.0,55,1.2,0.0,9.0,3.0,1.0,0.0,4.0,678
16.9,55,1.4,0.07,9.0,3.0,2.0,0.0,4.0,1556
17.8,53,1.4,0.51,9.0,3.0,2.0,0.0,4.0,2369
19.8,49,1.9,1.24,9.0,3.0,2.0,0.0,4.0,1234
21.9,43,1.1,1.89,9.0,3.0,2.0,0.0,4.0,922
23.7,40,2.0,2.6,9.0,3.0,,0.0,4.0,1012
24.5,40,1.3,2.64,9.0,3.0,,0.0,4.0,1192
25.7,40,2.2,2.98,9.0,3.0,,0.0,4.0,1102
25.8,37,1.5,2.22,9.0,3.0,,0.0,4.0,1115
26.0,40,1.9,1.53,9.0,3.0,,0.0,4.0,1222
25.5,44,1.4,1.0,9.0,3.0,,0.0,4.0,1527
25.4,44,1.2,0.84,9.0,3.0,4.0,0.0,4.0,2171
24.7,45,0.7,0.3,9.0,3.0,4.0,0.0,4.0,3222
23.7,49,1.8,0.03,9.0,3.0,4.0,0.0,4.0,2455
22.9,48,1.2,0.0,9.0,3.0,4.0,0.0,4.0,2072
22.2,50,1.3,0.0,9.0,3.0,4.0,0.0,4.0,2018
21.6,52,1.9,0.0,9.0,3.0,4.0,0.0,4.0,1868
20.9,53,1.8,0.0,9.0,3.0,1.0,0.0,4.0,1240
20.2,54,1.2,0.0,9.0,4.0,1.0,0.0,4.0,949
19.6,56,1.2,0.0,9.0,4.0,1.0,0.0,4.0,691
19.0,56,0.9,0.0,9.0,4.0,1.0,0.0,4.0,462
18.4,57,1.3,0.0,9.0,4.0,1.0,0.0,4.0,297
18.0,59,1.5,0.0,9.0,4.0,1.0,0.0,4.0,215
17.5,60,1.6,0.0,9.0,4.0,1.0,0.0,4.0,241
17.0,63,1.3,0.0,9.0,4.0,1.0,0.0,4.0,656
16.8,61,1.3,0.06,9.0,4.0,2.0,0.0,4.0,1551
18.2,56,1.5,0.62,9.0,4.0,2.0,0.0,4.0,2391
20.8,48,1.1,1.38,9.0,4.0,2.0,0.0,4.0,1234
22.7,45,1.5,2.08,9.0,4.0,2.0,0.0,4.0,923
24.8,44,2.1,2.55,9.0,4.0,,0.0,4.0,1017
26.3,44,1.2,2.91,9.0,4.0,,0.0,4.0,1165
26.8,45,1.8,2.6,9.0,4.0,,0.0,4.0,1066
26.9,45,1.6,2.27,9.0,4.0,,0.0,4.0,1087
27.7,41,1.6,1.98,9.0,4.0,,0.0,4.0,1251
27.8,42,1.7,1.98,9.0,4.0,,0.0,4.0,1494
27.8,41,1.9,1.27,9.0,4.0,4.0,0.0,4.0,2129
27.0,44,1.4,0.62,9.0,4.0,4.0,0.0,4.0,3256
25.4,50,0.6,0.07,9.0,4.0,4.0,0.0,4.0,2443
24.0,56,0.5,0.0,9.0,4.0,4.0,0.0,4.0,2146
23.2,57,1.1,0.0,9.0,4.0,4.0,0.0,4.0,2012
22.6,60,1.0,0.0,9.0,4.0,4.0,0.0,4.0,1824
22.2,62,0.8,0.0,9.0,4.0,1.0,0.0,4.0,1309
21.9,62,1.0,0.0,9.0,5.0,1.0,0.0,4.0,968
21.5,65,1.0,0.0,9.0,5.0,1.0,0.0,4.0,736
21.2,66,0.8,0.0,9.0,5.0,1.0,0.0,4.0,437
20.9,68,1.7,0.0,9.0,5.0,1.0,0.0,4.0,304
20.7,69,1.3,0.0,9.0,5.0,1.0,0.0,4.0,240
20.5,70,1.2,0.0,9.0,5.0,1.0,0.0,4.0,248
20.3,71,1.6,0.0,9.0,5.0,1.0,0.0,4.0,655
20.5,69,1.4,0.03,9.0,5.0,2.0,0.0,4.0,1448
20.9,68,1.3,0.18,9.0,5.0,2.0,0.0,4.0,2329
21.8,64,1.6,0.52,9.0,5.0,2.0,0.0,4.0,1322
22.7,61,0.9,0.82,9.0,5.0,2.0,0.0,4.0,915
23.5,61,1.2,0.95,9.0,5.0,,0.0,4.0,972
24.3,59,1.5,1.12,9.0,5.0,,0.0,4.0,1119
25.1,56,2.0,1.41,9.0,5.0,,0.0,4.0,1014
27.2,49,1.5,2.54,9.0,5.0,,0.0,4.0,1097
27.8,49,1.4,1.97,9.0,5.0,,0.0,4.0,1200
28.2,48,1.4,1.7,9.0,5.0,,0.0,4.0,1436
27.9,51,1.4,1.19,9.0,5.0,4.0,0.0,4.0,2021
26.7,56,1.8,0.47,9.0,5.0,4.0,0.0,4.0,3146
25.4,61,0.6,0.03,9.0,5.0,4.0,0.0,4.0,2365
24.6,62,0.9,0.0,9.0,5.0,4.0,0.0,4.0,2003
23.8,67,0.6,0.0,9.0,5.0,4.0,0.0,4.0,2000
22.8,70,1.0,0.0,9.0,5.0,4.0,0.0,4.0,1713
22.4,73,0.3,0.0,9.0,5.0,1.0,0.0,4.0,1303
22.1,74,1.1,0.0,9.0,6.0,1.0,0.0,4.0,971
21.6,75,1.1,0.0,9.0,6.0,1.0,0.0,4.0,775
21.3,75,1.1,0.0,9.0,6.0,1.0,0.0,4.0,482
21.0,76,0.7,0.0,9.0,6.0,1.0,0.0,4.0,349
20.7,76,1.0,0.0,9.0,6.0,1.0,0.0,4.0,223
20.7,77,0.9,0.0,9.0,6.0,1.0,0.0,4.0,249
20.4,78,1.0,0.0,9.0,6.0,1.0,0.0,4.0,644
20.5,76,1.3,0.06,9.0,6.0,2.0,0.0,4.0,1456
21.4,70,1.5,0.38,9.0,6.0,2.0,0.0,4.0,2253
22.3,69,1.3,0.61,9.0,6.0,2.0,0.0,4.0,1201
23.3,65,1.4,0.76,9.0,6.0,2.0,0.0,4.0,936
24.0,64,1.3,0.95,9.0,6.0,,0.0,4.0,982
25.3,56,1.2,1.35,9.0,6.0,,0.0,4.0,1088
26.4,57,1.2,1.8,9.0,6.0,,0.0,4.0,1155
